datetime,user,department,location,location_id,client_ip,server_ip,url,url_category,threat_category,threat_name,action,risk_score,dlp_engine,dlp_dictionaries,file_type,app_name,app_class,cloud_app,activity,http_method,http_status,user_agent,request_size,response_size,total_size,upload_file_type,upload_file_name,download_file_type,download_file_name,md5_hash,sha256_hash,malware_category,malware_class,device_owner
2025-11-12 15:15:00,xavier.bronze,Engineering,New York,NY-HQ,192.168.2.130,45.142.120.10,https://c2-command-server.net,Command and Control,C2,C2 Communication,Blocked,99,None,None,None,Unknown,Security Risk,No,Browsing,POST,403,Mozilla/5.0,256,0,256,None,None,None,None,None,None,C2,Malicious,xavier.bronze
2025-11-12 15:20:00,yolanda.copper,Finance,Chicago,CHI-OFFICE,192.168.3.150,185.220.101.5,https://tor-exit-node.onion,Anonymizer,Anonymizer,Tor Network,Blocked,85,None,None,None,Web Browser,Security Risk,No,Browsing,GET,403,Mozilla/5.0,389,0,389,None,None,None,None,None,None,Anonymizer,Suspicious,yolanda.copper
2025-11-12 15:25:00,zachary.iron,HR,Boston,BOS-OFFICE,192.168.4.130,93.184.216.34,https://google.com,Search Engines,None,None,Allowed,10,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,512,2048,2560,None,None,None,None,None,None,None,None,zachary.iron
2025-11-12 15:30:00,john.doe,Engineering,San Francisco,SF-HQ,192.168.1.100,172.217.14.206,https://drive.google.com,Cloud Storage,None,None,Allowed,18,None,None,None,Web Browser,Cloud Storage,Yes,Download,GET,200,Mozilla/5.0,456,524288000,524288456,None,None,tar,database_backup.tar,d4e5f6a7b8c9,4d5e6f7a8b9c0d1e2f3a4b5c6d7e8f9a0b1c2d3e4f5a6b7c8d9e0f1a2b3c4d5,None,None,john.doe
2025-11-12 15:35:00,jane.smith,Finance,New York,NY-HQ,192.168.2.50,151.101.1.140,https://github.com,Professional Services,None,None,Allowed,15,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,612,3072,3684,None,None,None,None,None,None,None,None,jane.smith
2025-11-12 15:40:00,bob.johnson,Sales,Chicago,CHI-OFFICE,192.168.3.75,172.217.14.206,https://docs.google.com,Cloud Storage,None,None,Allowed,17,None,None,None,Web Browser,Cloud Storage,Yes,Browsing,GET,200,Mozilla/5.0,534,2789,3323,None,None,None,None,None,None,None,None,bob.johnson
2025-11-12 15:45:00,alice.williams,HR,San Francisco,SF-HQ,192.168.1.120,13.107.42.14,https://teams.microsoft.com,Collaboration,None,None,Allowed,16,None,None,None,Web Browser,Collaboration,Yes,Browsing,GET,200,Mozilla/5.0,678,2456,3134,None,None,None,None,None,None,None,None,alice.williams
2025-11-12 15:50:00,charlie.brown,IT,San Francisco,SF-HQ,192.168.1.150,185.199.108.153,https://stackoverflow.com,Professional Services,None,None,Allowed,13,None,None,None,Web Browser,Internet Services,No,Browsing,GET,200,Mozilla/5.0,489,2156,2645,None,None,None,None,None,None,None,None,charlie.brown
2025-11-12 15:55:00,david.miller,Marketing,Boston,BOS-OFFICE,192.168.4.80,172.217.14.206,https://gmail.com,Webmail,None,None,Allowed,12,None,None,None,Web Browser,Internet Services,Yes,Browsing,GET,200,Mozilla/5.0,498,1856,2354,None,None,None,None,None,None,None,None,david.miller
2025-11-12 16:00:00,emily.davis,Legal,New York,NY-HQ,192.168.2.90,13.107.42.14,https://salesforce.com,Business,None,None,Allowed,19,None,None,None,Web Browser,Business Apps,Yes,Browsing,GET,200,Mozilla/5.0,645,3012,3657,None,None,None,None,None,None,None,None,emily.davis

